/rdsdbbin/mysql/bin/mysqld, Version: 5.7.37-log (Source distribution). started with:
Tcp port: 3306  Unix socket: /tmp/mysql.sock
Time                 Id Command    Argument
2023-06-19T12:11:14.359539Z	    2 Connect	rdsadmin@localhost on  using TCP/IP
2023-06-19T12:30:19.355542Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:30:19.356287Z	    2 Query	SELECT 1
2023-06-19T12:30:19.356722Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:30:19.387115Z	    2 Query	SELECT 1
2023-06-19T12:30:19.387617Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:30:26.244688Z	    4 Query	BEGIN
2023-06-19T12:30:26.244865Z	    4 Query	INSERT INTO mysql.rds_heartbeat2(id, value) values (1,1687177826202) ON DUPLICATE KEY UPDATE value = 1687177826202
2023-06-19T12:30:26.244881Z	    4 Query	COMMIT /* implicit, from Xid_log_event */
2023-06-19T12:30:34.353850Z	    2 Query	SELECT 1
2023-06-19T12:30:34.354371Z	    2 Query	SELECT 1
2023-06-19T12:30:34.355250Z	    2 Query	SELECT 1
2023-06-19T12:30:34.355761Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:30:34.356517Z	    2 Query	SELECT 1
2023-06-19T12:30:34.356955Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:30:34.404319Z	    2 Query	SELECT 1
2023-06-19T12:30:34.404832Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:30:49.353479Z	    2 Query	SELECT 1
2023-06-19T12:30:49.354052Z	    2 Query	SELECT 1
2023-06-19T12:30:49.354956Z	    2 Query	SELECT 1
2023-06-19T12:30:49.355498Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:30:49.356271Z	    2 Query	SELECT 1
2023-06-19T12:30:49.356738Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:30:49.387446Z	    2 Query	SELECT 1
2023-06-19T12:30:49.387942Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:31:00.019149Z	    2 Query	SELECT 1
2023-06-19T12:31:00.083208Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:31:00.193923Z	    2 Query	SELECT 1
2023-06-19T12:31:00.272430Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:31:00.286982Z	    2 Query	SELECT 1
2023-06-19T12:31:00.306919Z	    2 Query	SELECT version()
2023-06-19T12:31:00.317189Z	    2 Query	SELECT 1
2023-06-19T12:31:00.332667Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:31:00.410504Z	    2 Query	SELECT 1
2023-06-19T12:31:00.411523Z	    2 Query	SELECT version()
2023-06-19T12:31:00.413451Z	    2 Query	SELECT 1
2023-06-19T12:31:00.421541Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:31:04.353539Z	    2 Query	SELECT 1
2023-06-19T12:31:04.354083Z	    2 Query	SELECT 1
2023-06-19T12:31:04.354964Z	    2 Query	SELECT 1
2023-06-19T12:31:04.355481Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:31:04.356222Z	    2 Query	SELECT 1
2023-06-19T12:31:04.356659Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:31:04.405863Z	    2 Query	SELECT 1
2023-06-19T12:31:04.406396Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:31:19.353949Z	    2 Query	SELECT 1
2023-06-19T12:31:19.354554Z	    2 Query	SELECT 1
2023-06-19T12:31:19.355488Z	    2 Query	SELECT 1
2023-06-19T12:31:19.356063Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:31:19.356822Z	    2 Query	SELECT 1
2023-06-19T12:31:19.357317Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:31:19.391690Z	    2 Query	SELECT 1
2023-06-19T12:31:19.392190Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:31:34.354388Z	    2 Query	SELECT 1
2023-06-19T12:31:34.354969Z	    2 Query	SELECT 1
2023-06-19T12:31:34.355809Z	    2 Query	SELECT 1
2023-06-19T12:31:34.356333Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:31:34.357059Z	    2 Query	SELECT 1
2023-06-19T12:31:34.357498Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:31:34.392599Z	    2 Query	SELECT 1
2023-06-19T12:31:34.393127Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:31:49.353786Z	    2 Query	SELECT 1
2023-06-19T12:31:49.354301Z	    2 Query	SELECT 1
2023-06-19T12:31:49.355179Z	    2 Query	SELECT 1
2023-06-19T12:31:49.355696Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:31:49.356460Z	    2 Query	SELECT 1
2023-06-19T12:31:49.356915Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:31:49.390767Z	    2 Query	SELECT 1
2023-06-19T12:31:49.391493Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:32:00.021447Z	    2 Query	SELECT 1
2023-06-19T12:32:00.085690Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:32:00.209225Z	    2 Query	SELECT 1
2023-06-19T12:32:00.260461Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:32:00.296853Z	    2 Query	SELECT 1
2023-06-19T12:32:00.301078Z	    2 Query	SELECT version()
2023-06-19T12:32:00.328873Z	    2 Query	SELECT 1
2023-06-19T12:32:00.361054Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:32:00.541607Z	    2 Query	SELECT 1
2023-06-19T12:32:00.542420Z	    2 Query	SELECT version()
2023-06-19T12:32:00.543485Z	    2 Query	SELECT 1
2023-06-19T12:32:00.543963Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:32:04.354904Z	    2 Query	SELECT 1
2023-06-19T12:32:04.355438Z	    2 Query	SELECT 1
2023-06-19T12:32:04.356314Z	    2 Query	SELECT 1
2023-06-19T12:32:04.356837Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:32:04.357632Z	    2 Query	SELECT 1
2023-06-19T12:32:04.358103Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:32:04.394187Z	    2 Query	SELECT 1
2023-06-19T12:32:04.394731Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:32:19.353672Z	    2 Query	SELECT 1
2023-06-19T12:32:19.354217Z	    2 Query	SELECT 1
2023-06-19T12:32:19.355103Z	    2 Query	SELECT 1
2023-06-19T12:32:19.355614Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:32:19.356374Z	    2 Query	SELECT 1
2023-06-19T12:32:19.356860Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:32:19.392378Z	    2 Query	SELECT 1
2023-06-19T12:32:19.392904Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:32:34.353537Z	    2 Query	SELECT 1
2023-06-19T12:32:34.354068Z	    2 Query	SELECT 1
2023-06-19T12:32:34.354946Z	    2 Query	SELECT 1
2023-06-19T12:32:34.355467Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:32:34.356212Z	    2 Query	SELECT 1
2023-06-19T12:32:34.356665Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:32:34.394906Z	    2 Query	SELECT 1
2023-06-19T12:32:34.395433Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:32:49.353399Z	    2 Query	SELECT 1
2023-06-19T12:32:49.353998Z	    2 Query	SELECT 1
2023-06-19T12:32:49.354922Z	    2 Query	SELECT 1
2023-06-19T12:32:49.355467Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:32:49.356226Z	    2 Query	SELECT 1
2023-06-19T12:32:49.356709Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:32:49.388383Z	    2 Query	SELECT 1
2023-06-19T12:32:49.388900Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:33:00.019577Z	    2 Query	SELECT 1
2023-06-19T12:33:00.078072Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:33:00.188832Z	    2 Query	SELECT 1
2023-06-19T12:33:00.251582Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:33:00.311531Z	    2 Query	SELECT 1
2023-06-19T12:33:00.327457Z	    2 Query	SELECT version()
2023-06-19T12:33:00.332355Z	    2 Query	SELECT 1
2023-06-19T12:33:00.334461Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:33:00.354506Z	    2 Query	SELECT 1
2023-06-19T12:33:00.364721Z	    2 Query	SELECT version()
2023-06-19T12:33:00.375402Z	    2 Query	SELECT 1
2023-06-19T12:33:00.379129Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:33:04.353022Z	    2 Query	SELECT 1
2023-06-19T12:33:04.353671Z	    2 Query	SELECT 1
2023-06-19T12:33:04.354538Z	    2 Query	SELECT 1
2023-06-19T12:33:04.355098Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:33:04.355872Z	    2 Query	SELECT 1
2023-06-19T12:33:04.356332Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:33:04.387313Z	    2 Query	SELECT 1
2023-06-19T12:33:04.387795Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:33:19.353892Z	    2 Query	SELECT 1
2023-06-19T12:33:19.354457Z	    2 Query	SELECT 1
2023-06-19T12:33:19.355331Z	    2 Query	SELECT 1
2023-06-19T12:33:19.355842Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:33:19.356614Z	    2 Query	SELECT 1
2023-06-19T12:33:19.357057Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:33:19.379546Z	    9 Connect	rdsadmin@localhost on  using Socket
2023-06-19T12:33:19.379601Z	    9 Statistics	
2023-06-19T12:33:19.382120Z	    9 Quit	
2023-06-19T12:33:19.410140Z	    2 Query	SELECT 1
2023-06-19T12:33:19.410654Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:33:34.354241Z	    2 Query	SELECT 1
2023-06-19T12:33:34.354932Z	    2 Query	SELECT 1
2023-06-19T12:33:34.355815Z	    2 Query	SELECT 1
2023-06-19T12:33:34.356352Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:33:34.357110Z	    2 Query	SELECT 1
2023-06-19T12:33:34.357561Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:33:34.389321Z	    2 Query	SELECT 1
2023-06-19T12:33:34.389847Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:33:49.353947Z	    2 Query	SELECT 1
2023-06-19T12:33:49.354497Z	    2 Query	SELECT 1
2023-06-19T12:33:49.355389Z	    2 Query	SELECT 1
2023-06-19T12:33:49.355925Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:33:49.356677Z	    2 Query	SELECT 1
2023-06-19T12:33:49.357125Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:33:49.388214Z	    2 Query	SELECT 1
2023-06-19T12:33:49.388738Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:34:00.021892Z	    2 Query	SELECT 1
2023-06-19T12:34:00.085797Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:34:00.199005Z	    2 Query	SELECT 1
2023-06-19T12:34:00.278869Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:34:00.321219Z	    2 Query	SELECT 1
2023-06-19T12:34:00.337271Z	    2 Query	SELECT version()
2023-06-19T12:34:00.342195Z	    2 Query	SELECT 1
2023-06-19T12:34:00.344327Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:34:00.384249Z	    2 Query	SELECT 1
2023-06-19T12:34:00.410909Z	    2 Query	SELECT version()
2023-06-19T12:34:00.412802Z	    2 Query	SELECT 1
2023-06-19T12:34:00.413490Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:34:04.353734Z	    2 Query	SELECT 1
2023-06-19T12:34:04.354328Z	    2 Query	SELECT 1
2023-06-19T12:34:04.355256Z	    2 Query	SELECT 1
2023-06-19T12:34:04.355791Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:34:04.356535Z	    2 Query	SELECT 1
2023-06-19T12:34:04.356974Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:34:04.387658Z	    2 Query	SELECT 1
2023-06-19T12:34:04.388199Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:34:19.354136Z	    2 Query	SELECT 1
2023-06-19T12:34:19.354677Z	    2 Query	SELECT 1
2023-06-19T12:34:19.355561Z	    2 Query	SELECT 1
2023-06-19T12:34:19.356078Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:34:19.356821Z	    2 Query	SELECT 1
2023-06-19T12:34:19.357261Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:34:19.387433Z	    2 Query	SELECT 1
2023-06-19T12:34:19.387944Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:34:34.353232Z	    2 Query	SELECT 1
2023-06-19T12:34:34.353921Z	    2 Query	SELECT 1
2023-06-19T12:34:34.354897Z	    2 Query	SELECT 1
2023-06-19T12:34:34.355429Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:34:34.356170Z	    2 Query	SELECT 1
2023-06-19T12:34:34.356609Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:34:34.387408Z	    2 Query	SELECT 1
2023-06-19T12:34:34.387918Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:34:49.359307Z	    2 Query	SELECT 1
2023-06-19T12:34:49.378879Z	    2 Query	SELECT 1
2023-06-19T12:34:49.386859Z	    2 Query	SELECT 1
2023-06-19T12:34:49.394907Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:34:49.426861Z	    2 Query	SELECT 1
2023-06-19T12:34:49.434869Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:34:49.492029Z	    2 Query	SELECT 1
2023-06-19T12:34:49.502900Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:35:00.084850Z	    2 Query	SELECT 1
2023-06-19T12:35:00.144263Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:35:00.262995Z	    2 Query	SELECT 1
2023-06-19T12:35:00.338616Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:35:00.471398Z	    2 Query	SELECT 1
2023-06-19T12:35:00.525638Z	    2 Query	SELECT version()
2023-06-19T12:35:00.528417Z	    2 Query	SELECT 1
2023-06-19T12:35:00.534967Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:35:00.549088Z	    2 Query	SELECT 1
2023-06-19T12:35:00.565381Z	    2 Query	SELECT version()
2023-06-19T12:35:00.576455Z	    2 Query	SELECT 1
2023-06-19T12:35:00.581633Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:35:00.583421Z	    2 Query	SELECT 1
2023-06-19T12:35:00.584854Z	    2 Query	SELECT @@session.transaction_read_only
2023-06-19T12:35:00.593120Z	    2 Query	flush logs
/rdsdbbin/mysql/bin/mysqld, Version: 5.7.37-log (Source distribution). started with:
Tcp port: 3306  Unix socket: /tmp/mysql.sock
Time                 Id Command    Argument
2023-06-19T12:35:04.353862Z	    2 Query	SELECT 1
2023-06-19T12:35:04.354489Z	    2 Query	SELECT 1
2023-06-19T12:35:04.355380Z	    2 Query	SELECT 1
2023-06-19T12:35:04.355894Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:35:04.356659Z	    2 Query	SELECT 1
2023-06-19T12:35:04.357103Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:35:04.386750Z	    2 Query	SELECT 1
2023-06-19T12:35:04.387332Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:35:19.353607Z	    2 Query	SELECT 1
2023-06-19T12:35:19.354170Z	    2 Query	SELECT 1
2023-06-19T12:35:19.355080Z	    2 Query	SELECT 1
2023-06-19T12:35:19.355611Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:35:19.356369Z	    2 Query	SELECT 1
2023-06-19T12:35:19.356825Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:35:19.388016Z	    2 Query	SELECT 1
2023-06-19T12:35:19.388541Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:35:34.353664Z	    2 Query	SELECT 1
2023-06-19T12:35:34.354321Z	    2 Query	SELECT 1
2023-06-19T12:35:34.355260Z	    2 Query	SELECT 1
2023-06-19T12:35:34.355828Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:35:34.356599Z	    2 Query	SELECT 1
2023-06-19T12:35:34.357064Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:35:34.388331Z	    2 Query	SELECT 1
2023-06-19T12:35:34.388852Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:35:41.245560Z	    4 Query	BEGIN
2023-06-19T12:35:41.245732Z	    4 Query	INSERT INTO mysql.rds_heartbeat2(id, value) values (1,1687178141202) ON DUPLICATE KEY UPDATE value = 1687178141202
2023-06-19T12:35:41.245748Z	    4 Query	COMMIT /* implicit, from Xid_log_event */
2023-06-19T12:35:49.354016Z	    2 Query	SELECT 1
2023-06-19T12:35:49.354571Z	    2 Query	SELECT 1
2023-06-19T12:35:49.355457Z	    2 Query	SELECT 1
2023-06-19T12:35:49.356002Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:35:49.356750Z	    2 Query	SELECT 1
2023-06-19T12:35:49.357201Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:35:49.402435Z	    2 Query	SELECT 1
2023-06-19T12:35:49.403076Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:36:00.027589Z	    2 Query	SELECT 1
2023-06-19T12:36:00.090546Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:36:00.207142Z	    2 Query	SELECT 1
2023-06-19T12:36:00.285225Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:36:00.302896Z	    2 Query	SELECT 1
2023-06-19T12:36:00.322966Z	    2 Query	SELECT version()
2023-06-19T12:36:00.340546Z	    2 Query	SELECT 1
2023-06-19T12:36:00.351718Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:36:00.397867Z	    2 Query	SELECT 1
2023-06-19T12:36:00.411490Z	    2 Query	SELECT version()
2023-06-19T12:36:00.422790Z	    2 Query	SELECT 1
2023-06-19T12:36:00.423370Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:36:04.353860Z	    2 Query	SELECT 1
2023-06-19T12:36:04.354556Z	    2 Query	SELECT 1
2023-06-19T12:36:04.355451Z	    2 Query	SELECT 1
2023-06-19T12:36:04.355976Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:36:04.356720Z	    2 Query	SELECT 1
2023-06-19T12:36:04.357174Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:36:04.387568Z	    2 Query	SELECT 1
2023-06-19T12:36:04.388049Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:36:19.353844Z	    2 Query	SELECT 1
2023-06-19T12:36:19.354360Z	    2 Query	SELECT 1
2023-06-19T12:36:19.355238Z	    2 Query	SELECT 1
2023-06-19T12:36:19.355752Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:36:19.356523Z	    2 Query	SELECT 1
2023-06-19T12:36:19.356966Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:36:19.391616Z	    2 Query	SELECT 1
2023-06-19T12:36:19.392142Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:36:34.353206Z	    2 Query	SELECT 1
2023-06-19T12:36:34.353839Z	    2 Query	SELECT 1
2023-06-19T12:36:34.354697Z	    2 Query	SELECT 1
2023-06-19T12:36:34.355262Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:36:34.356015Z	    2 Query	SELECT 1
2023-06-19T12:36:34.356475Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:36:34.391057Z	    2 Query	SELECT 1
2023-06-19T12:36:34.391600Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:36:49.353094Z	    2 Query	SELECT 1
2023-06-19T12:36:49.353639Z	    2 Query	SELECT 1
2023-06-19T12:36:49.354567Z	    2 Query	SELECT 1
2023-06-19T12:36:49.355901Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:36:49.356686Z	    2 Query	SELECT 1
2023-06-19T12:36:49.357143Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:36:49.391298Z	    2 Query	SELECT 1
2023-06-19T12:36:49.391803Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:37:00.019341Z	    2 Query	SELECT 1
2023-06-19T12:37:00.070911Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:37:00.196843Z	    2 Query	SELECT 1
2023-06-19T12:37:00.248017Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:37:00.332984Z	    2 Query	SELECT 1
2023-06-19T12:37:00.340681Z	    2 Query	SELECT version()
2023-06-19T12:37:00.355260Z	    2 Query	SELECT 1
2023-06-19T12:37:00.409479Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:37:00.411361Z	    2 Query	SELECT 1
2023-06-19T12:37:00.411916Z	    2 Query	SELECT version()
2023-06-19T12:37:00.415240Z	    2 Query	SELECT 1
2023-06-19T12:37:00.419330Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:37:04.353170Z	    2 Query	SELECT 1
2023-06-19T12:37:04.353810Z	    2 Query	SELECT 1
2023-06-19T12:37:04.354741Z	    2 Query	SELECT 1
2023-06-19T12:37:04.355326Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:37:04.356117Z	    2 Query	SELECT 1
2023-06-19T12:37:04.356579Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:37:04.392070Z	    2 Query	SELECT 1
2023-06-19T12:37:04.392601Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:37:04.576883Z	    2 Query	SELECT 1
2023-06-19T12:37:04.577463Z	    2 Query	select info from information_schema.processlist where user = 'rdsadmin' and host like 'localhost%'
2023-06-19T12:37:04.596812Z	    2 Query	SELECT 1
2023-06-19T12:37:04.597392Z	    2 Query	select count(*) from mysql.user WHERE concat(trim(user), '@', trim(host)) NOT IN ('rdsadmin@localhost') AND (Shutdown_priv = 'y' OR File_priv = 'y' OR Super_priv = 'y')
2023-06-19T12:37:04.598506Z	    2 Query	SELECT 1
